
pl_name,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-1030 b,0.133800,2.480,0.76,758.7020000
Kepler-1031 b,0.021800,0.870,1.12,682.8820000
Kepler-1032 b,0.036100,1.870,0.71,673.0100000
Kepler-1033 b,0.076100,2.510,0.92,1455.5000000
Kepler-1034 b,0.096500,2.260,0.80,654.5490000
Kepler-1035 b,0.038600,1.170,0.97,562.1160000
Kepler-1036 b,0.462900,3.010,0.89,489.4350000
Kepler-1037 b,0.019800,1.280,0.78,446.9140000
Kepler-1038 b,0.523800,3.530,0.83,584.1360000
Kepler-1038 c,0.069200,1.416,0.82,584.1360000
Kepler-1039 b,0.018400,1.460,0.74,306.9100000
Kepler-104 b,0.094000,3.100,1.35,400.7850000
Kepler-104 c,0.153000,3.130,1.35,400.7850000
Kepler-104 d,0.257000,3.580,1.35,400.7850000
Kepler-1040 b,0.655900,2.080,0.96,482.1190000
Kepler-1041 b,0.168800,2.940,1.08,1485.8200000
Kepler-1042 b,0.075600,2.190,0.72,659.0000000
Kepler-1043 b,0.215900,2.550,0.90,903.3320000
Kepler-1044 b,0.074100,2.670,1.11,1278.9600000
Kepler-1045 b,0.161600,2.690,0.82,942.4850000
Kepler-1046 b,0.116700,1.710,1.04,721.5340000
Kepler-1047 b,0.293900,2.090,1.13,817.6470000
Kepler-1047 c,0.043400,0.990,1.13,817.6470000
Kepler-1048 b,0.059000,1.610,0.70,556.0060000
Kepler-1049 b,0.034900,0.950,0.49,162.0060000
Kepler-105 b,0.066000,4.810,1.58,459.2230000
Kepler-105 c,0.071100,1.310,0.89,459.2230000
Kepler-1050 b,0.131300,1.600,1.13,490.4880000
Kepler-1050 c,0.162200,1.480,1.13,490.4880000
Kepler-1051 b,0.189100,3.400,1.73,829.3430000
Kepler-1052 b,0.204600,2.930,1.03,943.4440000
Kepler-1052 c,0.613500,2.300,0.85,943.4440000
Kepler-1053 b,0.031500,0.980,0.69,151.1290000
Kepler-1054 b,0.054000,2.630,1.34,1090.5100000
Kepler-1055 b,0.033100,1.230,0.94,389.3970000
Kepler-1056 b,0.162900,3.010,1.20,982.5100000
Kepler-1057 b,0.113800,3.360,1.10,1201.8200000
Kepler-1058 b,0.367900,2.720,0.69,491.9970000
Kepler-1059 b,0.044000,1.730,0.72,713.1670000
Kepler-106 b,0.064888,0.820,1.04,444.3220000
Kepler-106 c,0.109803,2.500,1.04,444.3220000
Kepler-106 d,0.160490,0.950,1.04,444.3220000
Kepler-106 e,0.239969,2.560,1.04,444.3220000
Kepler-1060 b,0.249500,2.380,0.99,946.5650000
Kepler-1061 b,0.038400,1.980,1.07,543.3750000
Kepler-1062 b,0.074800,1.760,0.70,397.4550000
Kepler-1063 b,0.117600,1.490,1.14,343.2260000
Kepler-1064 b,0.118300,1.550,0.79,374.0000000
Kepler-1065 b,0.045500,3.730,0.93,1122.4800000
Kepler-1065 c,0.034400,1.600,0.93,1122.4800000
Kepler-1066 b,0.029900,2.360,0.98,344.2510000
Kepler-1067 b,0.016200,0.800,0.93,667.6930000
Kepler-1067 c,0.060100,1.747,0.93,667.6930000
Kepler-1068 b,0.130900,3.630,1.01,1473.6100000
Kepler-1069 b,0.168500,1.600,0.98,695.9670000
Kepler-107 b,0.045440,1.536,1.45,525.9970000
Kepler-107 c,0.060640,1.597,1.45,525.9970000
Kepler-107 d,0.083770,0.860,1.45,525.9970000
Kepler-107 e,0.126380,2.903,1.45,525.9970000
Kepler-1070 b,0.069300,1.730,1.32,939.0010000
Kepler-1071 b,0.061500,2.380,0.81,1042.2700000
Kepler-1072 b,0.026900,1.580,1.32,982.7160000
Kepler-1073 b,0.080500,2.300,1.00,809.8970000
Kepler-1073 c,0.048300,1.640,1.00,809.8970000
Kepler-1073 d,0.035200,1.488,1.12,809.8970000
Kepler-1074 b,0.053600,1.250,0.57,250.8170000
Kepler-1075 b,0.020800,1.420,0.54,291.2750000
Kepler-1076 b,0.061100,0.800,0.74,199.0000000
Kepler-1077 b,0.210100,2.770,1.02,1101.4200000
Kepler-1078 b,0.038800,1.900,0.92,2481.7100000
Kepler-1079 b,0.109200,1.630,1.36,591.0980000
Kepler-108 b,0.292000,8.650,2.19,338.7320000
Kepler-108 c,0.721000,8.180,2.19,338.7320000
Kepler-1080 b,0.378100,3.280,1.16,1382.8200000
Kepler-1081 b,0.046600,1.010,0.84,420.2150000
Kepler-1082 b,0.025700,1.120,1.14,739.5570000
Kepler-1083 b,0.189900,3.360,0.77,902.6330000
Kepler-1084 b,0.032400,1.110,1.28,405.5330000
Kepler-1085 b,0.739100,7.220,1.14,1364.5300000
Kepler-1085 c,0.300200,3.268,1.08,1364.5300000
Kepler-1086 b,0.119800,2.440,0.66,466.0840000
Kepler-1086 c,0.503000,2.940,0.66,466.0840000
Kepler-1087 b,0.014800,0.610,0.94,362.6230000
Kepler-1088 b,0.160200,1.420,1.08,280.6290000
Kepler-1089 b,0.049700,1.830,0.49,259.3280000
Kepler-109 b,0.070100,2.490,1.39,474.8610000
Kepler-109 c,0.154600,2.650,1.39,474.8610000
Kepler-1090 b,0.636400,2.250,0.82,858.7700000
Kepler-1090 c,0.227400,3.293,1.01,858.7700000
Kepler-1091 b,0.025200,1.460,1.03,914.2990000
Kepler-1092 b,0.299600,2.070,1.00,981.2330000
Kepler-1093 b,0.168500,1.950,1.20,1072.8800000
Kepler-1093 c,0.394000,1.960,1.20,1072.8800000
Kepler-1094 b,0.362500,3.180,1.21,1291.0100000
Kepler-1095 b,0.051400,1.210,0.92,792.5220000
Kepler-1096 b,0.034000,1.240,0.63,377.9760000
Kepler-1097 b,0.579100,3.260,0.79,719.8020000
Kepler-1098 b,0.035800,1.300,0.99,1049.1900000
Kepler-1099 b,0.033700,2.830,1.00,1022.8000000
Kepler-11 b,0.091000,1.800,1.06,646.3460000
Kepler-11 c,0.107000,2.870,1.06,646.3460000
Kepler-11 d,0.155000,3.120,1.06,646.3460000
Kepler-11 e,0.195000,4.190,1.06,646.3460000
Kepler-11 f,0.250000,2.490,1.06,646.3460000
Kepler-11 g,0.466000,3.330,1.06,646.3460000
Kepler-110 b,0.107000,1.830,1.15,586.5310000
Kepler-110 c,0.198000,2.210,1.15,586.5310000
Kepler-1100 b,0.068400,1.750,1.34,693.6180000
Kepler-1101 b,0.348300,2.470,0.91,742.4730000
Kepler-1102 b,0.273100,2.660,0.94,1246.0500000
Kepler-1103 b,0.147300,2.270,1.15,1331.9200000
Kepler-1104 b,0.062800,1.230,1.41,530.6580000
Kepler-1105 b,0.047100,2.010,0.68,318.0040000
Kepler-1106 b,0.023900,1.650,1.17,1090.7000000
Kepler-1107 b,0.012600,1.340,0.82,428.7980000
Kepler-1108 b,0.051100,1.460,0.84,767.7010000
Kepler-1109 b,0.246600,2.190,1.06,685.0870000
Kepler-111 b,0.046000,1.580,1.16,657.2230000
Kepler-111 c,0.751000,7.084,1.15,657.2230000
Kepler-1110 b,0.075400,2.660,0.70,726.8280000
Kepler-1111 b,0.087200,2.000,1.15,841.5360000
Kepler-1112 b,0.123900,3.020,1.54,1671.2800000
Kepler-1113 b,0.241500,2.810,1.17,1073.8800000
Kepler-1114 b,0.110200,1.350,0.83,418.4170000
Kepler-1115 b,0.213400,1.700,1.73,983.2450000
Kepler-1116 b,0.233000,2.540,0.93,1008.5700000
Kepler-1117 b,0.054600,1.110,0.93,568.4870000
Kepler-1118 b,0.207900,2.740,0.97,888.3250000
Kepler-1119 b,0.081200,1.920,1.17,1757.2300000
Kepler-112 b,0.076000,2.360,0.84,513.2060000
Kepler-112 c,0.172000,2.400,0.84,513.2060000
Kepler-1120 b,0.036900,1.380,0.74,615.2310000
Kepler-1121 b,0.118700,1.910,1.59,482.0470000
Kepler-1122 b,0.231500,2.040,0.89,1230.4200000
Kepler-1123 b,0.049700,1.670,0.90,704.3230000
Kepler-1124 b,0.030500,1.280,0.34,289.8990000
Kepler-1125 b,0.134800,1.840,0.94,2011.4100000
Kepler-1126 b,0.412600,1.730,0.93,635.7360000
Kepler-1126 c,0.619300,1.450,0.92,635.7360000
Kepler-1127 b,0.055600,1.960,0.95,842.4590000
Kepler-1128 b,0.302000,3.650,0.91,1083.4100000
Kepler-1129 b,0.164400,2.960,1.00,1183.8800000
Kepler-1129 c,0.352800,2.730,1.00,1183.8800000
Kepler-113 b,0.051194,1.820,0.69,262.3510000
Kepler-113 c,0.077909,2.180,0.69,262.3510000
Kepler-1130 b,0.059603,0.800,0.81,249.3430000
Kepler-1130 c,0.042356,0.792,0.84,249.3430000
Kepler-1130 d,0.050655,0.645,0.84,249.3430000
Kepler-1131 b,0.045900,1.590,1.04,1030.7000000
Kepler-1132 b,0.288100,2.350,0.83,867.9310000
Kepler-1133 b,0.098300,1.970,0.90,753.1350000
Kepler-1134 b,0.124200,2.640,0.81,944.4450000
Kepler-1135 b,0.343600,1.850,0.94,1314.6400000
Kepler-1136 b,0.029900,1.640,0.68,491.4060000
Kepler-1137 b,0.187100,2.200,1.84,921.7780000
Kepler-1138 b,0.041500,1.700,0.92,872.3280000
Kepler-1139 b,0.016500,1.190,0.91,495.1560000
Kepler-114 b,0.053000,1.260,0.67,259.5330000
Kepler-114 c,0.064820,1.600,0.54,259.5330000
Kepler-114 d,0.083580,2.530,0.54,259.5330000
Kepler-1140 b,0.147800,2.770,0.73,656.4800000
Kepler-1141 b,0.034500,0.820,1.07,393.6420000
Kepler-1142 b,0.134300,1.470,0.96,1273.5100000
Kepler-1143 b,0.037100,1.670,0.77,555.1890000
Kepler-1143 c,0.647700,3.600,0.77,555.1890000
Kepler-1144 b,0.129100,1.990,0.96,1140.5700000
Kepler-1145 b,0.044300,1.400,0.75,691.9610000
Kepler-1146 b,0.032500,1.230,0.70,703.0380000
Kepler-1147 b,0.096100,2.610,1.14,1657.3600000
Kepler-1148 b,0.018800,1.690,0.77,625.6920000
Kepler-1149 b,0.047300,1.440,1.01,1217.7300000
Kepler-115 b,0.036000,1.090,1.21,623.6090000
Kepler-115 c,0.087000,2.600,1.21,623.6090000
Kepler-1150 b,0.038200,1.020,0.72,358.5180000
Kepler-1151 b,0.319700,2.220,0.85,682.4360000
Kepler-1152 b,0.022300,0.870,0.53,215.2330000
Kepler-1153 b,0.027700,1.730,0.88,1119.4900000
Kepler-1154 b,0.063100,2.340,1.43,1460.1000000
Kepler-1154 c,0.087500,2.360,1.43,1460.1000000
Kepler-1155 b,0.200600,2.030,1.03,1128.7200000
Kepler-1156 b,0.099400,1.320,1.00,691.3310000
Kepler-1157 b,0.044800,1.090,0.71,342.1440000
Kepler-1158 b,0.124600,2.340,1.95,1484.2500000
Kepler-1159 b,0.160300,2.370,1.28,1213.7100000
Kepler-116 b,0.069000,3.420,1.45,955.1680000
Kepler-116 c,0.116000,2.300,1.45,955.1680000
Kepler-1160 b,0.075500,2.140,0.89,1077.6300000
Kepler-1161 b,0.078400,2.130,0.57,547.7260000
Kepler-1162 b,0.190000,2.210,0.84,940.2110000
Kepler-1162 c,0.283200,1.810,0.86,940.2110000
Kepler-1163 b,0.068500,1.030,1.35,478.6470000
Kepler-1164 b,0.045700,1.120,0.79,431.6220000
Kepler-1165 b,0.091400,1.550,1.18,1575.2000000
Kepler-1165 c,0.196900,3.361,1.08,1575.2000000
Kepler-1166 b,0.197500,1.690,0.86,634.9060000
Kepler-1167 b,0.017500,1.710,0.75,820.9050000
Kepler-1168 b,0.266300,2.500,0.82,752.6660000
Kepler-1169 b,0.070900,0.940,1.23,522.8230000
Kepler-117 b,0.144500,8.059,1.61,1455.5700000
Kepler-117 c,0.280400,12.341,1.61,1455.5700000
Kepler-1170 b,0.088000,2.410,0.76,1050.4500000
Kepler-1171 b,0.028400,2.560,1.95,573.0000000
Kepler-1172 b,0.168000,3.200,0.89,1306.5300000
Kepler-1173 b,0.015700,0.890,0.82,377.0600000
Kepler-1174 b,0.073200,1.590,1.04,1408.7500000
Kepler-1175 b,0.218100,2.990,0.86,1121.8900000
Kepler-1176 b,0.158900,2.450,1.02,864.6990000
Kepler-1177 b,0.430100,1.900,0.97,1299.9700000
Kepler-1178 b,0.159600,1.070,0.75,482.2870000
Kepler-1179 b,0.034600,1.320,0.81,415.2050000
Kepler-118 b,0.073000,1.960,1.09,574.2280000
Kepler-118 c,0.141000,7.680,1.09,574.2280000
Kepler-1180 b,0.124600,1.990,1.14,1596.8000000
Kepler-1181 b,0.062100,1.570,1.30,938.4170000
Kepler-1181 c,0.092800,1.830,1.35,938.4170000
Kepler-1182 b,0.098100,2.410,1.05,1545.3900000
Kepler-1183 b,0.179300,2.820,0.99,1919.1900000
Kepler-1184 b,0.286300,2.680,1.07,1157.8400000
Kepler-1185 b,0.429700,1.330,0.87,459.2730000
Kepler-1186 b,0.128100,2.230,0.93,1337.2500000
Kepler-1187 b,0.140100,2.610,1.09,1020.5300000
Kepler-1188 b,0.135000,2.080,1.06,1717.4800000
Kepler-1189 b,0.046700,1.770,1.16,782.8520000
Kepler-119 b,0.035000,3.600,0.84,701.9960000
Kepler-119 c,0.049000,0.920,0.84,701.9960000
Kepler-1190 b,0.084500,1.330,0.72,342.5090000
Kepler-1191 b,0.058700,1.510,0.81,955.5360000
Kepler-1192 b,0.169300,2.360,0.83,1304.1900000
Kepler-1193 b,0.040300,1.320,1.21,802.1160000
Kepler-1194 b,0.121200,1.510,0.92,757.3820000
Kepler-1195 b,0.072600,2.080,0.71,918.5660000
Kepler-1196 b,0.317900,2.230,0.97,922.3330000
Kepler-1197 b,0.028300,1.250,0.72,486.9400000
Kepler-1198 b,0.073200,1.470,0.90,743.0300000
Kepler-1199 b,0.115200,1.150,1.17,563.4930000
Kepler-12 b,0.055300,19.661,1.48,881.3860000
Kepler-120 b,0.055000,2.150,0.53,388.6300000
Kepler-120 c,0.088000,1.530,0.53,388.6300000
Kepler-1200 b,0.018800,1.060,0.70,588.7150000
Kepler-1201 b,0.118300,2.290,1.24,944.2410000
Kepler-1202 b,0.179000,2.940,1.04,1175.3800000
Kepler-1203 b,0.011400,1.060,0.61,317.0220000
Kepler-1204 b,0.387700,3.050,1.03,1175.2200000
Kepler-1205 b,0.019600,1.410,0.81,698.4850000
Kepler-1206 b,0.020100,1.640,0.75,762.0190000
Kepler-1207 b,0.115600,1.620,1.06,1754.1900000
Kepler-1208 b,0.090100,2.320,0.76,825.1760000
Kepler-1209 b,0.180000,1.510,1.38,505.5310000
Kepler-121 b,0.039000,2.340,0.70,510.5230000
Kepler-121 c,0.216000,2.270,0.70,510.5230000
Kepler-1210 b,0.075300,1.700,0.92,1176.5300000
Kepler-1211 b,0.098500,2.550,0.94,1826.5300000
Kepler-1212 b,0.108200,2.140,1.15,1316.5700000
Kepler-1213 b,0.063500,1.190,1.21,807.8120000
Kepler-1214 b,0.128000,2.360,0.80,729.2270000
Kepler-1215 b,0.052800,1.220,0.93,661.0220000
Kepler-1216 b,0.051900,1.390,0.98,1258.3600000
Kepler-1217 b,0.032600,1.990,1.08,1347.7100000
Kepler-1218 b,0.156400,1.440,1.10,840.5030000
Kepler-1219 b,0.141800,2.120,1.94,880.8950000
Kepler-122 b,0.064000,2.340,1.22,1027.4500000
Kepler-122 c,0.108000,5.870,1.22,1027.4500000
Kepler-122 d,0.155000,2.200,1.22,1027.4500000
Kepler-122 e,0.227000,2.600,1.22,1027.4500000
Kepler-122 f,0.287000,1.750,0.95,1027.4500000
Kepler-1220 b,0.073400,1.520,0.99,961.9070000
Kepler-1221 b,0.090600,1.880,0.82,913.6500000
Kepler-1222 b,0.028200,0.790,0.80,415.2180000
Kepler-1223 b,0.118600,1.220,0.75,459.9570000
Kepler-1224 b,0.116500,1.330,1.22,559.5980000
Kepler-1225 b,0.077100,1.820,1.19,1347.5200000
Kepler-1226 b,0.136100,1.450,1.02,1125.7200000
Kepler-1227 b,0.409200,2.290,0.95,623.7060000
Kepler-1228 b,0.012500,1.540,0.74,515.4530000
Kepler-1229 b,0.300600,1.400,0.51,265.4820000
Kepler-123 b,0.135000,2.940,1.26,1021.6600000
Kepler-123 c,0.181000,1.480,1.26,1021.6600000
Kepler-1230 b,0.092100,2.710,1.08,1364.2200000
Kepler-1231 b,0.091400,1.420,1.00,987.2370000
Kepler-1232 b,0.167300,1.930,0.89,632.8650000
Kepler-1233 b,0.263000,2.600,1.25,1178.7000000
Kepler-1234 b,0.096000,2.810,0.76,916.7490000
Kepler-1235 b,0.049100,0.790,0.90,540.6040000
Kepler-1236 b,0.180300,2.140,0.82,999.6400000
Kepler-1237 b,0.377800,2.860,0.90,1064.3100000
Kepler-1238 b,0.054100,1.930,1.48,1632.1300000
Kepler-1239 b,0.062500,2.900,1.57,2140.6000000
Kepler-124 b,0.039000,0.730,0.64,420.0460000
Kepler-124 c,0.100000,1.750,0.64,420.0460000
Kepler-124 d,0.170000,1.110,0.64,420.0460000
Kepler-1240 b,0.055700,1.150,0.96,862.1860000
Kepler-1241 b,0.133600,2.630,0.80,968.7220000
Kepler-1242 b,0.103900,2.260,0.74,687.6150000
Kepler-1243 b,0.125600,1.750,0.94,758.1700000
Kepler-1244 b,0.050200,1.350,1.77,1075.8100000
Kepler-1245 b,0.048400,1.440,0.83,805.9360000
Kepler-1245 c,0.037200,1.440,0.83,805.9360000
Kepler-1246 b,0.084800,1.360,0.69,436.5050000
Kepler-1247 b,0.109100,2.330,0.82,1045.9200000
Kepler-1248 b,0.080600,1.180,1.21,593.0260000
Kepler-1249 b,0.167000,2.380,1.28,1904.5400000
Kepler-125 b,0.041000,2.370,0.51,183.3650000
Kepler-125 c,0.051000,0.740,0.51,183.3650000
Kepler-1250 b,0.039300,1.920,0.98,2126.8500000
Kepler-1251 b,0.247800,1.840,0.89,902.2040000
Kepler-1252 b,0.107800,1.670,1.09,648.9790000
Kepler-1253 b,0.313300,1.330,1.10,514.5240000
Kepler-1254 b,0.083300,1.550,0.75,622.8180000
Kepler-1254 c,0.042200,1.300,0.75,622.8180000
Kepler-1254 d,0.057500,1.310,0.75,622.8180000
Kepler-1255 b,0.222600,2.320,1.12,1617.0700000
Kepler-1256 b,0.106300,1.490,1.36,891.1920000
Kepler-1257 b,0.037600,1.520,0.87,1105.9500000
Kepler-1258 b,0.020100,0.860,0.99,717.5550000
Kepler-1259 b,0.014100,1.430,0.77,805.5620000
Kepler-126 b,0.099000,1.520,1.36,237.4010000
Kepler-126 c,0.162000,1.580,1.36,237.4010000
Kepler-126 d,0.448000,2.500,1.36,237.4010000
Kepler-1260 b,0.144400,1.770,1.08,1734.4300000
Kepler-1261 b,0.239000,2.260,0.77,744.2940000
Kepler-1262 b,0.083000,1.820,0.98,1054.8700000
Kepler-1263 b,0.049900,1.140,0.80,664.8300000
Kepler-1264 b,0.019100,1.180,0.98,801.9930000
Kepler-1265 b,0.061200,1.350,0.69,583.6410000
Kepler-1266 b,0.168900,2.580,0.76,849.3120000
Kepler-1266 c,0.052000,1.680,0.83,849.3120000
Kepler-1267 b,0.105700,3.010,1.20,1379.4300000
Kepler-1268 b,0.238300,2.030,1.09,1840.7700000
Kepler-1269 b,0.226000,1.630,1.15,1097.2300000
Kepler-127 b,0.125000,1.400,1.36,352.7940000
Kepler-127 c,0.200000,2.660,1.36,352.7940000
Kepler-127 d,0.280000,2.640,1.36,352.7940000
Kepler-1270 b,0.066300,3.320,3.38,1095.0500000
Kepler-1271 b,0.041800,1.480,1.23,831.9910000
Kepler-1272 b,0.270500,2.370,1.09,1206.3700000
Kepler-1273 b,0.185700,2.490,0.91,1114.2400000
Kepler-1274 b,0.080600,1.420,2.17,614.6480000
Kepler-1275 b,0.048800,1.480,1.36,1153.9800000
Kepler-1276 b,0.107200,1.190,1.21,538.4810000
Kepler-1277 b,0.223700,1.600,0.92,557.1930000
Kepler-1278 b,0.041900,1.010,1.16,889.4260000
Kepler-1279 b,0.163300,1.750,1.33,1494.2200000
Kepler-128 b,0.125387,1.421,1.66,396.3790000
Kepler-128 c,0.165118,1.521,1.66,396.3790000
Kepler-1280 b,0.380000,1.870,1.32,1486.7000000
Kepler-1281 b,0.041500,1.640,0.83,1090.0000000
Kepler-1282 b,0.033500,1.550,0.89,1103.2900000
Kepler-1283 b,0.106200,1.910,1.25,2921.9900000
Kepler-1284 b,0.014300,1.210,0.79,882.3240000
Kepler-1285 b,0.126800,0.970,1.28,422.2690000
Kepler-1286 b,0.099100,2.150,0.98,1354.4600000
Kepler-1287 b,0.097600,1.540,0.94,1003.2600000
Kepler-1288 b,0.043500,1.120,1.29,814.0780000
Kepler-1289 b,0.078500,1.520,1.17,1053.5700000
Kepler-129 b,0.130000,2.400,1.65,408.8450000
Kepler-129 c,0.390000,2.520,1.65,408.8450000
Kepler-129 d,4.000000,12.600,1.65,408.8450000
Kepler-1290 b,0.055700,1.420,0.93,1593.7000000
Kepler-1291 b,0.077900,1.660,0.80,897.3520000
Kepler-1292 b,0.044300,1.820,0.93,1493.4300000
Kepler-1293 b,0.065900,0.970,1.28,1028.1600000
Kepler-1294 b,0.468400,3.190,0.97,1855.7000000
Kepler-1295 b,0.046400,1.550,0.89,1174.4600000
Kepler-1296 b,0.089600,0.910,0.83,1551.5400000
Kepler-1297 b,0.028300,0.970,0.99,1439.4700000
Kepler-1298 b,0.082000,1.310,2.00,544.1630000
Kepler-1299 b,0.135700,2.980,0.91,1404.9400000
Kepler-130 b,0.079000,1.020,1.13,316.6630000
Kepler-130 c,0.178000,2.900,1.17,316.6630000
Kepler-130 d,0.377000,1.640,1.13,316.6630000
Kepler-1300 b,0.165500,1.370,1.79,777.0250000
Kepler-1301 b,0.081500,1.400,0.81,854.2800000
Kepler-1302 b,0.079500,1.430,0.82,634.5800000
Kepler-1303 b,0.075100,1.420,1.00,897.7830000
Kepler-1304 b,0.120200,2.290,0.81,2176.0800000
Kepler-1305 b,0.110900,1.880,0.96,1575.2300000
Kepler-1306 b,0.123000,1.910,0.97,1107.5000000
Kepler-1307 b,0.136900,2.470,1.08,1014.6200000
Kepler-1308 b,0.025000,0.520,0.34,112.7050000
Kepler-1309 b,0.167900,2.370,0.80,845.0000000
Kepler-131 b,0.127825,2.410,1.03,228.6780000
Kepler-131 c,0.173819,0.840,1.03,228.6780000
Kepler-1310 b,0.014800,1.440,0.88,569.1850000
Kepler-1311 b,0.098900,1.240,1.40,866.3310000
Kepler-1311 c,0.036800,1.220,1.40,866.3310000
Kepler-1311 d,0.671100,9.658,1.67,866.3310000
Kepler-1312 b,0.060300,2.100,0.92,299.1040000
Kepler-1312 c,0.020900,1.027,0.91,299.1040000
Kepler-1313 b,0.046000,1.760,0.85,174.2340000
Kepler-1314 b,0.050400,5.110,0.59,141.9868506
Kepler-1315 b,0.016300,1.380,0.75,480.8690000
Kepler-1315 c,0.064000,1.844,0.86,480.8690000
Kepler-1316 b,0.385900,3.540,1.12,800.8710000
Kepler-1317 b,0.012800,1.560,0.79,728.3030000
Kepler-1318 b,0.608500,3.110,0.70,475.2480000
Kepler-1319 b,0.029600,1.340,0.54,103.9170000
Kepler-132 b,0.067000,1.210,1.18,349.5490000
Kepler-132 c,0.068000,1.280,1.18,349.5490000
Kepler-132 d,0.136000,1.550,1.18,349.5490000
Kepler-132 e,0.439300,1.180,1.10,349.5490000
Kepler-1320 b,0.016300,1.700,0.74,647.4240000
Kepler-1321 b,0.078100,4.920,0.53,769.1460000
Kepler-1321 c,0.026700,2.400,0.53,769.1460000
Kepler-1321 d,0.050100,2.628,0.50,769.1460000
Kepler-1322 b,0.018300,1.610,0.87,1350.3200000
Kepler-1322 c,0.065200,2.155,0.80,1350.3200000
Kepler-1323 b,0.019100,1.520,1.40,465.4170000
Kepler-1324 b,0.046600,1.510,0.73,481.6670000
Kepler-1325 b,0.200400,2.860,0.91,973.3680000
Kepler-1326 b,0.274300,4.180,1.74,698.3260000
Kepler-1327 b,0.118600,1.800,1.03,678.0690000
Kepler-1328 b,0.052900,0.980,0.99,813.5430000
Kepler-1329 b,0.074700,2.170,0.69,588.0370000
Kepler-133 b,0.083000,1.760,1.43,653.6000000
Kepler-133 c,0.204000,2.840,1.43,653.6000000
Kepler-1330 b,0.088900,1.650,0.94,1720.4800000
Kepler-1331 b,0.014200,1.050,0.69,319.1970000
Kepler-1332 b,0.098600,1.370,0.90,528.6850000
Kepler-1333 b,0.438200,2.810,0.92,932.4460000
Kepler-1334 b,0.122900,2.290,0.91,1223.0400000
Kepler-1335 b,0.061500,1.450,0.74,621.8530000
Kepler-1336 b,0.159500,1.980,1.30,1126.6400000
Kepler-1336 c,0.063100,1.710,1.30,1126.6400000
Kepler-1337 b,0.144100,2.410,0.67,601.6290000
Kepler-1338 b,0.019300,0.920,1.05,753.2600000
Kepler-1339 b,0.023400,0.710,0.93,371.0490000
Kepler-134 b,0.060000,2.000,1.18,334.7970000
Kepler-134 c,0.092000,1.260,1.18,334.7970000
Kepler-1340 b,0.015300,1.550,1.42,981.7790000
Kepler-1341 b,0.449800,2.990,0.72,476.9570000
Kepler-1342 b,0.031300,1.660,0.90,890.7240000
Kepler-1343 b,0.044900,1.930,0.93,1756.7100000
Kepler-1344 b,0.056800,1.840,1.13,853.9590000
Kepler-1345 b,0.263800,2.360,1.55,1355.0200000
Kepler-1346 b,0.044000,1.580,1.21,843.7010000
Kepler-1347 b,0.104000,1.030,0.79,321.0000000
Kepler-1348 b,0.183400,1.940,1.04,1213.8200000
Kepler-1349 b,0.034100,0.700,1.28,276.3230000
Kepler-135 b,0.067000,1.810,1.27,621.8550000
Kepler-135 c,0.103000,1.160,1.27,621.8550000
Kepler-1350 b,0.041300,2.520,0.53,340.6910000
Kepler-1350 c,0.022200,1.730,0.53,340.6910000
Kepler-1351 b,0.015600,0.650,0.67,202.7820000
Kepler-1352 b,0.030000,0.890,1.16,670.8290000
Kepler-1353 b,0.153000,1.800,0.72,593.3840000
Kepler-1354 b,0.352100,2.970,1.24,1119.4500000
Kepler-1355 b,0.022400,1.460,0.83,911.2690000
Kepler-1356 b,0.013600,1.530,0.78,845.2280000
Kepler-1357 b,0.041000,1.280,0.90,1015.6900000
Kepler-1358 b,0.065600,1.120,0.79,546.9980000
Kepler-1359 b,0.276900,2.830,0.72,614.8590000
Kepler-136 b,0.106000,2.050,1.35,420.8180000
Kepler-136 c,0.133000,1.990,1.35,420.8180000
Kepler-1360 b,0.286600,3.400,1.83,1516.2700000
Kepler-1361 b,0.043100,0.860,0.79,389.1430000
Kepler-1362 b,0.462600,2.600,0.74,731.2980000
Kepler-1363 b,0.036300,1.250,0.72,541.7140000
Kepler-1364 b,0.128400,2.150,1.79,1056.9000000
Kepler-1365 b,0.075000,0.920,1.05,840.1280000
Kepler-1365 c,0.054500,0.800,1.05,840.1280000
Kepler-1366 b,0.027300,1.430,0.60,465.8260000
Kepler-1367 b,0.023600,0.920,0.60,401.4840000
Kepler-1368 b,0.015300,1.650,1.08,1635.8200000
Kepler-1369 b,0.174100,2.690,0.99,1236.5600000
Kepler-137 b,0.077000,1.470,0.80,302.9790000
Kepler-137 c,0.130000,1.880,0.80,302.9790000
Kepler-1370 b,0.149500,1.840,1.29,1004.1000000
Kepler-1370 c,0.076700,1.270,1.29,1004.1000000
Kepler-1371 b,0.039300,0.730,0.83,515.3340000
Kepler-1371 c,0.027400,0.640,0.83,515.3340000
Kepler-1372 b,0.024000,1.270,0.97,1303.2200000
Kepler-1373 b,0.024200,1.160,1.33,1699.4600000
Kepler-1374 b,0.091800,2.290,0.81,1078.4600000
Kepler-1375 b,0.047100,1.740,1.78,1430.8400000
Kepler-1376 b,0.059800,1.050,0.97,868.0560000
Kepler-1377 b,0.015300,1.250,0.82,1146.1000000
Kepler-1378 b,0.088500,2.200,0.67,506.4340000
Kepler-1379 b,0.017100,1.300,0.79,971.3250000
Kepler-138 b,0.075300,0.640,0.54,66.8624000
Kepler-138 c,0.091300,1.510,0.54,66.8624000
